"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.14291085528083","6.28251867058365","6.43589430113349","6.57658590460413","6.6793013368847","6.73699514801102","6.75290726901036","6.73690879082407","6.74836410862652","6.82832589434415","6.9559125256468","7.0979395236821","7.17098238120662","7.18191881309168","7.18948914640117","7.19376894794556","7.22932024241649","7.34683487917018","7.5497695633582","7.77057403814301","7.98509574568437","8.15662216936102","8.31661612627323","8.5674113902537","8.92321881484897","9.35409634857318","9.83059706081289","10.3293783215919","10.7248222104904","10.7935966774628","10.371781197623","9.45420824869734","8.84376906596291","8.75762069533696","8.66808171928894","8.6166696558969","8.59491871175125","8.53360075450975","8.52406441788566","8.52402682167602","8.42968029094067","8.39249546956615","8.36631162379489","8.12482429013214","7.78664028524908","7.46063433215864","7.12232385164338","6.8739462461569","6.75969234984441","6.71507754108809","6.60024073826401","6.44299877844379","6.3391382675274","6.24215546816166","6.1499345947639","6.07230895645029","6.01743317734592","5.99996408819938","6.02788542919506","6.08328026604401","6.09109329574487","6.06340574928068","6.03240716331875","5.96486915912463","5.86935360816606",
"Africa Eastern and Southern","AFE","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.42003780577051","6.40824809274461","6.38906365993807","6.3635595682198","6.3322639431372","6.29683566936651","6.26254633285861","6.23078849819027","6.19608236410121","6.15682328234289","6.11469079863416","6.06848813337811","6.02019000718662","5.97797159616165","5.95550038344266","5.95301234964423","5.95837866846269","5.96781408280515","5.97600307957537","5.9821706355876","5.98795709765152","5.98437583891192","5.98287957885309","6.01026382451666","6.04862526594824","6.09176836829431","6.13611372847998","6.1615975073302","6.18084245903086","6.20194931955553","6.22485944350235","6.25360002603255","6.26951422885927","6.26085842540976","6.2672529612023","6.27303490617416","6.25234072906996","6.23509072974089","6.23999338455159","6.25599615564068","6.26741149413177","6.27743642734751","6.28234743628331","6.27772754086988","6.26671195022721","6.25589249501163","6.24892573869708","6.24668822909192","6.26147702511326","6.29129863698097","6.32427772224167","6.36302806558007","6.40844383926265","6.45380205168413","6.49878741007946","6.54991684697799","6.60160459070467","6.64554761404154","6.68072098480574","6.70867990697666","6.73211901474535","6.75321564963575","6.7778345129615","6.80704633395108","6.83100965687202",
"Afghanistan","AFG","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.34336667166498","6.33618113198025","6.32938788419091","6.32212075350622","6.31206695271161","6.29665278794156","6.28197129441172","6.27419996278794","6.26409924145472","6.24036850687035","6.20629313428669","6.16639280780851","6.12309986796718","6.09028743201","6.08470766050239","6.11147643182674","6.16325233965291","6.2256720017691","6.27560216901051","6.28221107912268","6.2086891207638","6.07736409973253","5.94365477734019","5.84239935914727","5.79027214749324","5.80507906415372","5.8321224084205","5.83772214216414","5.84028015722275","5.83926583785347","5.83640532548423","5.82933498838696","5.82079244282743","5.80984389261184","5.79524240834029","5.77923507377488","5.76486175054897","5.75309645561953","5.74367814091531","5.73645334978407","5.72917245331072","5.72222940548009","5.71627292171508","5.71135866490766","5.70912246180755","5.70845434118134","5.70662447080664","5.70441201978653","5.69864976318625","5.68763838621677","5.67883992460914","5.66860203574151","5.65220923681115","5.63769159940674","5.63302843064837","5.64715962925115","5.69295775033668","5.76868663999688","5.86623670624795","5.9804582228225","6.10144886440961","6.22696446888244","6.36369881422166","6.51021936289212","6.65991568439275",
"Africa Western and Central","AFW","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.5147003686931","6.50281713144231","6.48594007542983","6.47080448336747","6.45594218793195","6.43891397901794","6.4211899541382","6.4063069177463","6.39152970626403","6.371743546757","6.35204330066961","6.33315420546438","6.30995543911257","6.2831758611211","6.25773093463992","6.23195702141004","6.19473929492121","6.13689081825317","6.05298528885603","5.95692938628453","5.88435990206154","5.84085394652267","5.81683672532508","5.81522285693297","5.82636537146641","5.83112493207444","5.8317177379994","5.83968139310835","5.85236370688382","5.86722274290718","5.88223549529704","5.90388030928868","5.93247103807098","5.95882291367949","5.981087197594","6.00093908194835","6.01244573643715","6.01644024493354","6.02599809376142","6.0435314326817","6.06463099515626","6.0871718881634","6.11568022951019","6.15222221774627","6.19507477209778","6.24297828816512","6.29147451678339","6.33912533599707","6.38763379256393","6.43438811009376","6.46996382486326","6.49577490805444","6.51696694761784","6.535237261925","6.54159034177229","6.53490460313744","6.52808568504344","6.51802777222376","6.50098808132021","6.48577107585089","6.48069957998086","6.48204004338407","6.48703479707059","6.49793949505102","6.50300846556447",
"Angola","AGO","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","8.10536464857477","8.15820456725098","8.16627684868574","8.14116582999342","8.09099294910829","8.0158615533382","7.91888319190627","7.80933202789059","7.68098577896299","7.52385020950971","7.31474779420005","7.08003167947695","6.87420495026724","6.70210291540545","6.5605606509121","6.45160144597563","6.36484622436478","6.28632283039546","6.18134368032984","6.02250558264781","5.86486208487341","5.74753464914366","5.67598370513958","5.68258304139426","5.77180930182794","5.89100558564378","6.00327298333782","6.10952973966672","6.20645630457486","6.29063032601711","6.36047980736106","6.41221881279453","6.44996871200063","6.47533796233694","6.48608306201794","6.48458190604419","6.47106563452852","6.45288165882173","6.43934446048459","6.42874328887746","6.40775168453541","6.36644268179175","6.30958548774755","6.24543339554687","6.1824421316187","6.13318296142702","6.10682555910103","6.10034623903143","6.10364456319896","6.11287447425641","6.13107962934543","6.15971399353507","6.19596439548352","6.23657286122001","6.27608578874408","6.31290153907196","6.35007557888653","6.38332383024861","6.40664420903595","6.41884996200417","6.41463137437769","6.39835761068103","6.37092391210039","6.3304869999358","6.28148156508311",
"Albania","ALB","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","5.98162019799271","5.97314827064351","5.98622789331649","5.99245851082349","5.99291622134862","5.98963097204437","5.97935184124584","5.95665344196315","5.9191859561604","5.89388039187627","5.90550359450313","5.94308879763356","5.98394149864602","6.0010294294964","5.9789501960405","5.91182029572729","5.80572333254577","5.70307394069287","5.65977072790894","5.72845424350043","5.90015285562092","6.10897986379787","6.30770867074723","6.46880541224094","6.6248675729125","6.84868980337868","7.13073349274302","7.41012087035884","7.67798604031057","7.91516925394885","8.10438448938758","8.26164118692814","8.36329419909494","8.39549711698236","8.34105918540401","8.16664002009913","7.93809027333199","7.74743560296928","7.59676568095514","7.46352618297635","7.33896743400123","7.24907639284917","7.19304824218939","7.11974536688263","7.02068546511444","6.91102572436998","6.80386680738807","6.69928255263035","6.58714217853716","6.46079794923051","6.3172522911592","6.21099196558164","6.17004783396787","6.16685292722971","6.20107820533622","6.27000834908391","6.38296491434224","6.52476208335767","6.68544668390734","6.87827528133656","7.11914195127769","7.38999334018991","7.68263136648288","7.96619606549328","8.15959420376088",
"Andorra","AND","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","7.92838874680307","8.04449299831165","8.20279914727963","8.2726326742976","8.251953125","8.30463069269039","8.33930876236914","8.2089552238806","8.01656468261326","7.83648594262059","7.60653980166175","7.38587964122864","7.26256983240223","7.1834648098365","7.20563847429519","7.33794396905404","7.47849839430069","7.65384615384615","7.94974907773605","8.26034526529576","8.60919085178305","9.05489862386667","9.27650028042625","9.27030625832224","9.27596635238506","9.40129252530179","9.64331358196817","9.7903965110587","9.93131573298991","10.0225319202203","10.0872157431466","10.2600365823763","10.5000621305451","10.7705572085475","10.9344527815423","10.9511329330193","10.956172015362","10.9423283349055","10.8540210492488","10.7439992349622","10.54898594952","10.2367555948919","10.037940887161","10.0227347512639","10.1272571661078","10.2344351018315","10.235122297804","10.136831855686","9.97727301264424","9.76634058196772","9.31749299845263","9.03125902207291","8.96710997849805","8.68806321543583","8.27817759002656","7.87658751296644","7.43294374842344","6.97255527444726","6.73313671906707","6.68015655368886","6.61946623151024","6.61617083409381","6.69073807565789","6.6806743962331","6.57487392020772",
"Arab World","ARB","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.51398806612214","6.48889399251526","6.45747404355955","6.41841130311014","6.37341875043615","6.3150514427332","6.24034820765184","6.15619669632431","6.06543790003321","5.96475340794015","5.85810643989161","5.74984974642157","5.64684763205747","5.56188794747592","5.51509419786588","5.5148664139517","5.55050722019234","5.61186294117239","5.68161408500487","5.74484786047855","5.81160069280314","5.88609622514501","5.97008571403505","6.06701496711294","6.17102402667608","6.26441938039953","6.33478915763996","6.37771055998096","6.39842497422096","6.41676883785666","6.44124145522828","6.48523249372251","6.54827079931634","6.62519051900639","6.7000145361729","6.76933647633238","6.82666220586806","6.86492052351926","6.8922191289932","6.91874293198286","6.94275660111848","6.96753818591923","6.99618271785551","7.02662623330596","7.06227963440002","7.10693462956243","7.16756703559998","7.24796512177006","7.32937172183935","7.41207481243726","7.49670213834645","7.5732760766246","7.63687515222735","7.68502708914317","7.72103432892318","7.7543991512039","7.77898588302105","7.7817738259204","7.76126124348949","7.72865325830962","7.68211535927244","7.62361772512807","7.58927558697987","7.55088127506116","7.518884996005",
"United Arab Emirates","ARE","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.63659076885729","6.75918686473808","6.89307298492406","7.0299089018265","7.17159349309078","7.33790123873494","7.54820485528309","7.83242258652095","7.9381900445687","7.7897160399079","7.62213100537665","7.42541458989491","7.16314208974423","6.87870392529885","6.66125071816209","6.61579808677373","6.79432966618766","7.0531524178739","7.25322405151348","7.42044877172667","7.67957775614291","8.0445826308592","8.40908167470586","8.69702900739389","8.9071990380014","9.11754528152404","9.24464487034949","9.32098006394136","9.46140562379851","9.60896794905531","9.71431888480707","9.74562940637948","9.72257659503306","9.70321884183381","9.74490625653416","9.88909009046206","9.94695990129093","9.97937867062797","10.1508386655192","10.3912173287192","10.7174681068915","11.0795894848126","11.3929177045977","11.7011840632628","12.0194188394474","12.1611270295754","12.1440607408139","12.1927686097888","12.272659680985","12.3210460718043","12.4092142123675","12.5343113920365","12.6081092232911","12.5955342039529","12.5227610732284","12.4429754231955","12.3515847184901","12.2789398908698","12.324694787686","12.4376790700701","12.5391370729503","12.6330234129202","12.668037956393","12.4588037405237","12.2915880046334",
"Argentina","ARG","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","7.77662877919597","7.66464363057417","7.51445945011251","7.34762746870189","7.1917636472238","7.06230164160769","6.95846296329738","6.87706484158199","6.81454097456477","6.76864795669149","6.73726305830315","6.72192260602377","6.7246775669182","6.74371190526122","6.7746385866497","6.81447880920258","6.86120228221162","6.912236223444","6.96033024808675","6.99017125495137","7.00848983297722","7.02275287300181","7.02448937432002","7.01981446495461","7.01871643201278","7.01119257800467","6.9905246558877","6.96213528506127","6.91952327897642","6.87614230199224","6.83973061810856","6.7945236856119","6.74843155303985","6.71464841872911","6.67521881517456","6.61446626008776","6.54410829457782","6.47821026886123","6.4293450274012","6.40964348583624","6.42832014405369","6.48878383391137","6.57324477191289","6.66770137704174","6.77359944110699","6.88711471554224","7.0041636081326","7.12801349696109","7.24525103141354","7.33541188715017","7.39640157910594","7.42222010837902","7.41205187316274","7.37320995499573","7.31420204844558","7.24396756324606","7.18066840233998","7.13732532983795","7.11989900895945","7.12714716017364","7.16646364383677","7.23309738500856","7.30310052871898","7.36394372160934","7.41425546534585",
